PBK_0	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
SNORA43_1	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
AC006946.17_1	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
RP11-927P21.9_1	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
RGPD1_0	5,6,7,9,10,13,20,21,23,26,27,30,40,41,42,49,56,63,65,68,69
RGPD1_1	0,1,2,3,4,8,11,12,14,15,16,17,18,19,22,24,25,28,29,31,32,33,34,35,36,37,38,39,43,44,45,46,47,48,50,51,52,53,54,55,57,58,59,60,61,62,64,66,67
XIST_2	0,1,2,3,5,6,8,9,10,11,12,13,14,16,18,19,20,21,22,24,25,26,27,28,30,31,32,33,34,35,36,38,39,40,41,43,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
XIST_1	4,7,15,17,23,29,37,42,44,45,46,47,48
SCARB1_1	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
RPL39P5_1	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
SOX12_1	0,9,13,21,39
RP11-843B15.4_0	0,4,7,12,13,17,21,23,26,27,31,32,33,39,40,42,46,54,56,57,61,62,64,66,68,69
RP11-843B15.4_1	1,2,3,5,6,8,9,10,11,14,15,16,18,19,20,22,24,25,28,29,30,34,35,36,37,38,41,43,44,45,47,48,49,50,51,52,53,55,58,59,60,63,65,67
LUC7L2_0	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
IGLVI-56_1	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
RPL9P7_1	0,2,4,7,8,9,10,13,14,16,17,18,19,21,22,24,25,26,28,29,30,32,33,34,35,36,37,38,39,41,43,44,45,46,47,50,51,52,53,55,56,57,59,60,61,62,63,64,65,66,67
RPL9P7_0	1,3,5,6,11,12,15,20,23,27,31,40,42,48,49,54,58,68,69
RP11-1143G9.4_0	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
SLC30A3_1	2,3,6,8,9,10,14,16,18,19,21,22,23,24,26,28,29,30,31,33,35,36,37,39,40,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,64,65,68,69
SLC30A3_0	0,1,4,5,7,11,12,13,15,17,20,25,27,32,34,38,41,42,63,66,67
ORC6_0	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
ERBB3_0	0,11,14,16,20,26,27,32,33,39,40,41,42,49,52,56,59,60
ERBB3_1	1,2,3,4,5,6,7,8,9,10,12,13,15,17,18,19,21,22,23,24,25,28,29,30,31,34,35,36,37,38,43,44,45,46,47,48,50,51,53,54,55,57,58,61,62,63,64,65,66,67,68,69
MAGEA1_1	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
